,id,contaminant,average_result,max_result,health_limit_exceeded,legal_limit_exceeded,zipcode,locations_served,supplier_name,violation,date_of_violation,number_of_people_served,health_limit_flag,legal_limit_flag
3091,122294,Nitrate & nitrite,3.24 ppm,4.32 ppm,10 ppm,10 ppm,59623,"HELENA, MT",Skyview Water and Sewer Utility,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/09/01 - 2005/09/30,400,No,No
3092,122302,Alpha particle activity (excl radon and uranium),8.02 pCi/L,10.8 pCi/L,. Source,15 pCi,59623,"HELENA, MT",Holmberg Village Estates,Failure to report information to the public or state agency in the Consumer Confidence Report,2007/07/01 - 2008/07/31,200,Yes,No
3093,122305,Lead (total),0.2 ppb,0.4 ppb,. Source,,59623,"EAST HELENA, MT",Mountain Heritage Water System,Monitoring and Reporting Disinfection Byproduct RuleTotal trihalomethanes (TTHMs),2004/01/01 - 2004/12/31,174,Yes,No
3094,122312,Lead (total),1.02 ppb,2 ppb,. Source,,59623,"HELENA, MT",North Forestvale Homeowners,Failure to report information to the public or state agency in the Consumer Confidence Report,2005/07/01 - 2005/12/02,98,Yes,No
3095,122315,Lead (total),2.67 ppb,3.67 ppb,. Source,,59623,"HELENA, MT",Bryant NO 3 Subdivision,"Failure to monitor, Routine Major (Coliform bacteria)",2008/08/01 - 2008/08/31,96,Yes,No
3096,122319,Arsenic (total),2.5 ppb,3 ppb,. Source,10 ppb,59623,"HELENA, MT",South Forestvale Hoa,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/07/01 - 2004/07/31,82,Yes,No
3097,122321,Arsenic (total),2 ppb,2 ppb,. Source,10 ppb,59623,"HELENA, MT",Grass Land Estates,Failure to monitor regularlyPicloram,2005/01/01 - 2007/12/31,75,Yes,No
3098,122326,Lead (total),0.1 ppb,0.3 ppb,. Source,,59623,"EAST HELENA, MT",Mcdonald Trailer Ct,Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2007/03/08,46,Yes,No
3099,122327,Lead (total),2.81 ppb,9.2 ppb,. Source,,59623,"HELENA, MT",Beacon Trailer Court Helena,Public Education,2007/11/18 - 2008/01/23,44,Yes,No
3100,122331,Lead (total),2.53 ppb,8 ppb,. Source,,59623,"HELENA, MT",Western Skies Mobile Ct,Failure to report information to the public or state agency in the Consumer Confidence Report,2007/07/01 - 2008/07/31,25,Yes,No
3101,123046,Lead (total),0.29 ppb,0.87 ppb,. Source,,63874,"GIDEON, MO",Gideon,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/10/01 - 2008/10/31,1110,Yes,No
3102,123054,Alpha particle activity,3.35 pCi/L,4.5 pCi/L,. Source,15 pCi,63874,"RISCO, MO",Risco,"Failure to monitor, Routine Major (Coliform bacteria)",2007/09/01 - 2007/09/30,400,Yes,No
3103,123709,Manganese,47.3 ppb,117 ppb,50 ppb,50 ppb,64640,"GALLATIN, MO",Gallatin,"Failure to monitor, Routine Minor (Coliform bacteria)",2006/05/01 - 2006/05/31,1700,Yes,Yes
3104,123710,Total trihalomethanes (TTHMs),65.97 ppb,226 ppb,9.8 ppb,80 ppb,64640,"JAMESPORT, MO",Jamesport,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2004/07/01 - 2004/09/30,600,Yes,Yes
3105,123718,Total haloacetic acids (HAAs),2.79 ppb,12.3 ppb,0.7 ppb,60 ppb,34430,"DUNNELLON, FL",Citrus Springs,"Failure to monitor, Routine Minor (Coliform bacteria)",2007/10/01 - 2007/10/31,15675,Yes,No
3106,123912,Total trihalomethanes (TTHMs),45.68 ppb,117.05 ppb,9.8 ppb,80 ppb,72126,"PERRYVILLE, AR",Perryville Waterworks,Treatment Technique (Surface Water Treatment Rule),2004/09/01 - 2004/09/30,4233,Yes,Yes
3107,124066,Lead (total),1.5 ppb,1.75 ppb,. Source,,68403,"EAGLE, NE",Village of Eagle,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/10/01 - 2005/10/31,1288,Yes,No
3108,124070,Alpha particle activity (excl radon and uranium),4.08 pCi/L,4.8 pCi/L,. Source,15 pCi,68403,"UNION, NE",Cass Co. Sid #1,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/01/01 - 2004/01/31,600,Yes,No
3109,124077,Lead (total),0.48 ppb,0.48 ppb,. Source,,68403,"MANLEY, NE",Village of Manley,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/07/01 - 2004/07/31,191,Yes,No
3110,124083,Nitrate & nitrite,7.86 ppm,11 ppm,10 ppm,10 ppm,68403,"PLATTSMOUTH, NE",Accent Mobile Home Park,Public Notification Violation for National Primary Drinking Water Regulations,2004/11/07 - 2005/12/15,84,Yes,Yes
3111,124085,Nitrite,0.05 ppm,0.05 ppm,1 ppm,1 ppm,25321,"ST. ALBANS, WV",St Albans Water,Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2006/07/11,15800,No,No
3112,124270,Arsenic (total),5.67 ppb,6 ppb,. Source,10 ppb,50522,"LUVERNE, IA",LU Verne Water Supply,Failure to report information to the public or state agency in the Consumer Confidence Report,2005/07/01 - 2006/05/03,299,Yes,No
3113,124274,Lead (total),4 ppb,8 ppb,. Source,,50522,"ALGONA, IA","Oak Lake Maintenance, Inc.","Maximum contaminant level, Monthly (Coliform bacteria)",2005/10/01 - 2005/10/31,100,Yes,No
3114,124275,Combined Radium (-226 & -228),5.04 pCi/L,6.1 pCi/L,. Source,5 pCi,50522,"ALGONA, IA",Woodlyn Hills,"Over maximum contaminant level, AverageCombined Radium (-226 & -228)",2007/07/01 - 2007/09/30,73,Yes,Yes
3115,124310,Total trihalomethanes (TTHMs),58.2 ppb,144 ppb,9.8 ppb,80 ppb,75834,"TRINITY, TX",Trinity Rural Wsc 2,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2005/01/01 - 2005/03/31,378,Yes,Yes
3116,124864,Total haloacetic acids (HAAs),9.89 ppb,15.1 ppb,0.7 ppb,60 ppb,45110,"GREENFIELD, OH","Greenfield,city of","Failure to monitor, Routine Minor (Coliform bacteria)",2006/11/01 - 2006/11/30,5172,Yes,No
3117,125218,Dibromochloromethane,47.03 ppb,143 ppb,0.4 ppb,80 ppb,76377,"PETROLIA, TX",City of Petrolia,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2007/10/01 - 2007/12/31,787,Yes,Yes
3118,125412,Strontium,152 ppb,152 ppb,4000 ppb,. State,61565,"LACON, IL",Lacon,Failure to monitor regularlyPentachlorophenol,2004/04/01 - 2004/06/30,1979,No,No
3119,125221,Bromoform,2.68 ppb,4.8 ppb,. Source,80 ppb,76377,"BLUEGROVE, TX",Bluegrove Wsc,"Failure to monitor, Routine Major (Coliform bacteria)",2006/07/01 - 2006/07/31,100,Yes,No
3120,125417,Lead (total),1.69 ppb,14 ppb,. Source,,61565,"SPARLAND, IL",Sparland,Inadequate reporting of information to the public,2005/07/01 - 2007/06/28,400,Yes,No
3121,125785,Radon,409.13 pCi/L,573 pCi/L,1.5 pCi,. State,55019,"FARIBAULT, MN",MN Correctional Facility - Faribault,Monitoring and Reporting Disinfection Byproduct RuleChlorine,2008/06/01 - 2008/08/31,2103,Yes,No
3122,125794,Total trihalomethanes (TTHMs),31.88 ppb,85 ppb,9.8 ppb,80 ppb,4578,"BATH, ME; BRUNSWICK, ME; WEST BATH, ME; WISCASSET, ME; WOOLWICH, ME",Bath Water District,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/08/01 - 2004/08/31,8558,Yes,Yes
3123,125863,Lead (total),1.25 ppb,5 ppb,. Source,,87011,"SAN ACACIA, NM",San Acacia Mdwca,"Failure to monitor, Routine Major (Coliform bacteria)",2004/05/01 - 2004/05/31,152,Yes,No
3124,125866,Total haloacetic acids (HAAs),23.4 ppb,71.5 ppb,0.7 ppb,60 ppb,97364,"LINCOLN CITY, OR",Lincoln City Water District,"Failure to monitor, Routine Minor (Coliform bacteria)",2008/05/01 - 2008/05/31,17940,Yes,Yes
3125,125868,Total trihalomethanes (TTHMs),19.74 ppb,33.1 ppb,9.8 ppb,80 ppb,97364,"SEAL ROCK, OR",Seal Rock Water District,Failure to monitor regularlyTetrachloroethylene,2007/10/01 - 2007/12/31,5020,Yes,No
3126,125873,Total haloacetic acids (HAAs),27.95 ppb,57 ppb,0.7 ppb,60 ppb,97364,"SILETZ, OR",City of Siletz,"Failure to monitor, Routine Major (Coliform bacteria)",2006/06/01 - 2006/06/30,1200,Yes,No
3127,126090,Aluminum,2107.14 ppb,14750 ppb,200 ppb,200 ppb,23976,"CHARLOTTE COURTHOUSE, VA",Town of Charlotte Courthouse,Monitoring and Reporting Disinfection Byproduct Rule,2004/10/01 - 2005/07/20,1975,Yes,Yes
3128,126093,Bromodichloromethane,0.17 ppb,0.7 ppb,. Source,80 ppb,23976,"PHENIX, VA",Town of Phenix,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/12/01 - 2008/12/31,201,Yes,No
3129,126451,Dibromochloromethane,4.18 ppb,6.8 ppb,0.4 ppb,80 ppb,50043,"IOWA FALLS, IA",Iowa Falls Water Department,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/08/01 - 2004/08/31,5193,Yes,No
3130,126466,Total trihalomethanes (TTHMs),65.33 ppb,128.4 ppb,9.8 ppb,80 ppb,44814,"SANDUSKY, OH",Erie Co. Margaretta Dist,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2007/10/01 - 2007/12/31,6644,Yes,Yes
3131,126620,Total haloacetic acids (HAAs),1.6 ppb,3.2 ppb,0.7 ppb,60 ppb,42024,"BARLOW, KY",Barlow Water System,Failure to report information to the public or state agency in the Consumer Confidence Report,2005/07/01 - 2005/08/05,700,Yes,No
3132,126621,Total haloacetic acids (HAAs),0.5 ppb,1 ppb,0.7 ppb,60 ppb,42024,"LOVELACEVILLE, KY",Lovelaceville Water Company,Failure to report information to the public or state agency in the Consumer Confidence Report,2005/07/01 - 2006/07/03,198,Yes,No
3133,126904,Radium-226,5.92 pCi/L,8.4 pCi/L,. Source,5 pCi,64854,"PINEVILLE, MO",Pineville,"Over maximum contaminant level, AverageAlpha particle activity (excl radon and uranium)",2007/04/01 - 2008/03/31,800,Yes,Yes
3134,126911,Alpha particle activity,21.05 pCi/L,38.9 pCi/L,. Source,15 pCi,63624,"PARK HILLS, MO",Park Hills,"Over maximum contaminant level, AverageAlpha particle activity (excl radon and uranium)",2004/01/01 - 2004/12/31,12555,Yes,Yes
3135,126913,Alpha particle activity,17.68 pCi/L,23.97 pCi/L,. Source,15 pCi,63624,"BONNE TERRE, MO",Bonne Terre,Failure to monitor regularlyAlpha particle activity,2008/04/01 - 2008/06/30,4066,Yes,Yes
3136,127192,Total trihalomethanes (TTHMs),1.85 ppb,13.5 ppb,9.8 ppb,80 ppb,27922,"WINTON, NC",Hertford County Rural Water,Follow-up and Routine Tap Sampling,2007/10/01 - 2025/12/31,6962,Yes,No
3137,127193,Total trihalomethanes (TTHMs),15.04 ppb,93.1 ppb,9.8 ppb,80 ppb,27922,"AHOSKIE, NC",Town of Ahoskie,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/09/01 - 2005/09/30,4479,Yes,Yes
3138,127244,Total haloacetic acids (HAAs),2.87 ppb,6.9 ppb,0.7 ppb,60 ppb,34636,"BROOKSVILLE, FL",Hernando Co Utl-Cedar Ln,"Maximum contaminant level, Monthly (Coliform bacteria)",2007/05/01 - 2007/05/31,350,Yes,No
3139,127465,Bromoform,0.35 ppb,0.7 ppb,. Source,80 ppb,12166,"AMSTERDAM, NY; AMSTERDAM (T), NY",MT Loretto Conval & Rest Home,Operations Report,2007/07/01 - 2007/07/31,330,Yes,No
3140,127473,Barium (total),440 ppb,480 ppb,700 ppb,2000 ppb,12166,"MOHAWK, NY; MOHAWK (T), NY",Old Trail Mhp,Failure to report information to the public or state agency in the Consumer Confidence Report,2008/07/01 - 2008/10/28,30,No,No
3141,127669,Lead (total),2.4 ppb,2.4 ppb,. Source,,98572,"NAPAVINE, WA",City of Napavine,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/09/01 - 2004/09/30,1457,Yes,No
3142,127676,Chloroform,9.61 ppb,14 ppb,5.7 ppb,80 ppb,98572,"VADER, WA",City of Vader,Treatment Technique (Surface Water Treatment Rule),2007/02/01 - 2007/02/28,605,Yes,No
3143,127683,Total trihalomethanes (TTHMs),57.39 ppb,101 ppb,9.8 ppb,80 ppb,98572,"SALKUM, WA",Lewis County Wtr Swr Dist #6,"Failure to monitor, Routine Major (Coliform bacteria)",2008/02/01 - 2008/02/29,175,Yes,Yes
3144,127685,Nitrate & nitrite,0.27 ppm,0.8 ppm,10 ppm,10 ppm,98572,"CHEHALIS, WA",View Ranch Estates Water Assn,"Maximum contaminant level, Monthly (Coliform bacteria)",2007/08/01 - 2007/08/31,141,No,No
3145,127690,Lead (total),0.8 ppb,1.6 ppb,. Source,,98572,"VANCOUVER, WA",Timberlane Mobile Home Park,Follow-up and Routine Tap Sampling,2008/01/01 - 2008/12/31,63,Yes,No
3146,127695,Arsenic (total),3 ppb,3 ppb,. Source,10 ppb,98572,"CHEHALIS, WA",Mountain Lakeview Addition,Follow-up and Routine Tap Sampling,2007/01/01 - 2008/12/31,50,Yes,No
3147,128057,Cadmium (total),4 ppb,4 ppb,0.04 ppb,5 ppb,36432,"CASTLEBERRY, AL",Castleberry Water System,Failure to monitor regularlyRadium-228,2004/01/01 - 2007/12/31,963,Yes,No
3148,128045,Combined Radium (-226 & -228),0.94 pCi/L,1.7 pCi/L,. Source,5 pCi,61272,"WINDSOR, IL",New Windsor,Follow-up and Routine Tap Sampling,2004/10/01 - 2005/09/30,720,Yes,No
3149,128049,Barium (total),2200.28 ppb,2660 ppb,700 ppb,2000 ppb,61272,"SEATON, IL",Seaton,Failure to monitor regularlyBarium (total),2006/10/01 - 2006/12/31,225,Yes,Yes
3150,128280,Total trihalomethanes (TTHMs),59.32 ppb,139.5 ppb,9.8 ppb,80 ppb,43925,"WINTERSVILLE, OH",Jefferson Co.san.dist.-M,Inadequate reporting of information to the public,2004/07/01 - 2007/12/13,15270,Yes,Yes
3151,128283,Total trihalomethanes (TTHMs),64.82 ppb,80.2 ppb,9.8 ppb,80 ppb,43925,"MINGO JUNCTION, OH","Mingo Junction, Vlg. of",Failure to monitor regularlyNitrite,2004/01/01 - 2004/06/30,3600,Yes,Yes
3152,128286,Total trihalomethanes (TTHMs),70.64 ppb,163.9 ppb,9.8 ppb,80 ppb,43925,"WINTERSVILLE, OH",Jefferson Co.san.dist.-J Pws,Inadequate reporting of information to the public,2004/07/01 - 2007/12/12,1355,Yes,Yes
3153,128425,Total trihalomethanes (TTHMs),138.34 ppb,222.2 ppb,9.8 ppb,80 ppb,34498,"YANKEETOWN, FL",Yankeetown Water Dept.,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2005/01/01 - 2005/03/31,711,Yes,Yes
3154,186942,Manganese,66 ppb,192 ppb,50 ppb,50 ppb,1450,"HOPKINTON, MA",Deerfield Estates,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/06/01 - 2008/06/30,100,Yes,Yes
3155,190048,Radium-226,0.24 pCi/L,0.24 pCi/L,. Source,5 pCi,2043,"CARVER, MA",Meadow Woods Mobile Home Park,Follow-up and Routine Tap Sampling,2007/10/01 - 2008/03/06,120,Yes,No
3156,192641,Chloroform,28.33 ppb,150 ppb,5.7 ppb,80 ppb,2809,"PORTSMOUTH, RI; PRUDENCE ISLAND, RI",Prudence Island Water District,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/09/01 - 2005/09/30,1500,Yes,Yes
3157,192642,Lead (total),1.5 ppb,6 ppb,. Source,,2809,"WARREN, RI",Touisset Point Water Trust,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/07/01 - 2005/09/30,225,Yes,No
3158,192744,Total trihalomethanes (TTHMs),20.95 ppb,90.7 ppb,9.8 ppb,80 ppb,2837,"NEWPORT, RI",City of Newport,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2006/10/01 - 2006/12/31,43809,Yes,Yes
3159,193087,Combined Uranium (mg/L),0.32 ppb,2.26 ppb,. Source,30 ppb,3032,"PORTSMOUTH, NH",Portsmouth Water Works,Excess Turbidity at 1 NTU,2005/10/01 - 2005/11/01,33000,Yes,No
3160,192746,Total trihalomethanes (TTHMs),49.49 ppb,84 ppb,9.8 ppb,80 ppb,2837,"NORTH TIVERTON, RI",North Tiverton Fire District,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2004/07/14,8969,Yes,Yes
3161,192747,Total trihalomethanes (TTHMs),100.95 ppb,121.6 ppb,9.8 ppb,80 ppb,2837,"NEWPORT, RI","Naval Station, Newport","Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2004/10/01 - 2004/12/31,7871,Yes,Yes
3162,192749,Total trihalomethanes (TTHMs),22.17 ppb,81 ppb,9.8 ppb,80 ppb,2837,"TIVERTON, RI",Stone Bridge Fire District,"Monitoring and Reporting Disinfection Byproduct RuleCarbon, Total-Organic",2004/01/01 - 2004/03/31,2500,Yes,Yes
3163,193091,Manganese,149.98 ppb,351.9 ppb,50 ppb,50 ppb,3032,"SEABROOK, NH",Seabrook Water Dept,"Over maximum contaminant level, AverageArsenic (total)",2007/04/01 - 2007/06/30,14000,Yes,Yes
3164,193092,Arsenic (total),10.31 ppb,12.8 ppb,. Source,10 ppb,3032,"EXETER, NH",Exeter Water Dept,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2004/04/01 - 2004/06/30,11000,Yes,Yes
3165,193097,Arsenic (total),8.45 ppb,30 ppb,. Source,10 ppb,3032,"HAMPSTEAD, NH",Hampstead Area Water Co,Failure to monitor regularlyArsenic (total),2005/04/01 - 2005/06/30,2655,Yes,Yes
3166,193098,Manganese,404.36 ppb,1211.67 ppb,50 ppb,50 ppb,3032,"RAYMOND, NH",Raymond Water Dept,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/06/01 - 2004/06/30,2600,Yes,Yes
3167,193108,Arsenic (total),10.97 ppb,24 ppb,. Source,10 ppb,3032,"NEWTON, NH",Sanborn Regional Middle School,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/10/01 - 2005/12/31,915,Yes,Yes
3168,193111,Hydrogen sulfide,30 ppb,30 ppb,,. State,3032,"DERRY, NH",E Derry Memorial Elem School,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/10/01 - 2004/12/31,800,No,No
3169,193117,Manganese,50.9 ppb,52.8 ppb,50 ppb,50 ppb,3032,"AUBURN, NH",Auburn Village School,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/07/01 - 2008/09/30,710,Yes,Yes
3170,193135,Arsenic (total),3 ppb,3 ppb,. Source,10 ppb,3032,"BRENTWOOD, NH",Swasey Central School,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/07/01 - 2008/09/30,455,Yes,No
3171,193145,Alpha particle activity (excl radon and uranium),3.71 pCi/L,4.35 pCi/L,. Source,15 pCi,3032,"RAYMOND, NH",Leisure Village,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/11/01 - 2004/11/30,315,Yes,No
3172,193149,Combined Uranium (mg/L),<0.01 ppb,<0.01 ppb,. Source,30 ppb,3032,"STRATHAM, NH",Glen Garry Condos,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/08/01 - 2006/08/31,298,Yes,No
3173,193159,Arsenic (total),8.99 ppb,13.2 ppb,. Source,10 ppb,3032,"CHESTER, NH",Chester College of New England,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/07/01 - 2004/07/31,240,Yes,Yes
3174,193165,Arsenic (total),12.09 ppb,21 ppb,. Source,10 ppb,3032,"STRATHAM, NH",Montrose Condos,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/11/01 - 2004/11/30,210,Yes,Yes
3175,193166,Alpha particle activity (excl radon and uranium),23.88 pCi/L,42.5 pCi/L,. Source,15 pCi,3032,"SALEM, NH",Lancaster Farms,"Over maximum contaminant level, AverageAlpha particle activity (excl radon and uranium)",2004/01/01 - 2004/12/31,208,Yes,Yes
3176,193168,Manganese,78 ppb,93 ppb,50 ppb,50 ppb,3032,"ATKINSON, NH",Peu /Pioneer Commerce Park,Follow-up and Routine Tap Sampling,2006/10/01 - 2007/01/23,200,Yes,Yes
3177,193169,Arsenic (total),10.08 ppb,21 ppb,. Source,10 ppb,3032,"PLAISTOW, NH",Pentucket Shopping Center,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/07/01 - 2006/09/30,200,Yes,Yes
3178,193170,Arsenic (total),8.63 ppb,14 ppb,. Source,10 ppb,3032,"PLAISTOW, NH",519 Plaistow RD Plaza,"Over maximum contaminant level, AverageArsenic (total)",2007/04/01 - 2007/06/30,200,Yes,Yes
3179,193174,Arsenic (total),2.4 ppb,2.4 ppb,. Source,10 ppb,3032,"EPPING, NH",Pine and Pond Mobile Home Park,Failure to report information to the public or state agency in the Consumer Confidence Report,2007/07/01 - 2007/08/03,186,Yes,No
3180,193178,Arsenic (total),4.9 ppb,4.9 ppb,. Source,10 ppb,3032,"NEWMARKET, NH",Moody Point,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/08/01 - 2004/08/31,170,Yes,No
3181,193179,Manganese,81.25 ppb,98 ppb,50 ppb,50 ppb,3032,"STRATHAM, NH",Cornerstone School,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/01/01 - 2006/03/31,167,Yes,Yes
3182,193194,Combined Uranium (mg/L),<0.01 ppb,<0.01 ppb,. Source,30 ppb,3032,"LONDONDERRY, NH",Peu /Harvest Village,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/07/01 - 2006/07/31,140,Yes,No
3183,193212,Manganese,192.4 ppb,312.8 ppb,50 ppb,50 ppb,3032,"EPPING, NH",Villages ON The Lamprey,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/09/01 - 2006/09/30,113,Yes,Yes
3184,193213,Bromodichloromethane,<0.01 ppb,<0.01 ppb,. Source,80 ppb,3032,"EXETER, NH",Peu /Forest Ridge,"Maximum contaminant level, Monthly (Coliform bacteria)",2007/09/01 - 2007/09/30,113,Yes,No
3185,193272,Manganese,62 ppb,62 ppb,50 ppb,50 ppb,3032,"DERRY, NH",Hillside Plaza,Public Education,2004/11/01 - 2005/07/21,75,Yes,Yes
3186,193228,Manganese,124 ppb,130 ppb,50 ppb,50 ppb,3032,"LONDONDERRY, NH",Midridge Condominiums,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/07/01 - 2006/07/31,100,Yes,Yes
3187,193233,Manganese,81.5 ppb,110 ppb,50 ppb,50 ppb,3032,"WINDHAM, NH",Peu /Castle Reach,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/12/01 - 2006/12/31,97,Yes,Yes
3188,193239,Arsenic (total),6.8 ppb,17 ppb,. Source,10 ppb,3032,"EAST KINGSTON, NH",Country Hills of East Kingston,Failure to report information to the public or state agency in the Consumer Confidence Report,2008/07/01 - 2008/10/01,93,Yes,Yes
3189,193274,Combined Radium (-226 & -228),4.28 pCi/L,14.2 pCi/L,. Source,5 pCi,3032,"LONDONDERRY, NH",Boumil Grove Condos,"Over maximum contaminant level, AverageCombined Radium (-226 & -228)",2004/01/01 - 2004/12/31,75,Yes,Yes
3190,193276,Radium-226,0.13 pCi/L,0.2 pCi/L,. Source,5 pCi,3032,"PLAISTOW, NH",Tuxbury Meadows,"Failure to monitor, Routine Major (Coliform bacteria)",2006/07/01 - 2006/09/30,75,Yes,No
3191,193279,Arsenic (total),1.3 ppb,1.3 ppb,. Source,10 ppb,3032,"STRATHAM, NH",Rcn Condominium,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/04/01 - 2005/06/30,75,Yes,No
3192,193287,Arsenic (total),8.83 ppb,17 ppb,. Source,10 ppb,3032,"PLAISTOW, NH",Forrest Street Condominium,"Over maximum contaminant level, AverageArsenic (total)",2007/01/01 - 2007/03/31,70,Yes,Yes
